,Climate,Operation,TSV,Clo,Met,Ta,Tr,RH,Vel,PMV,PPD
80591,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.4,22.7,60.7,0.09,-0.58,12.1
80592,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.4,22.7,60.7,0.09,-0.06,5.06
80593,Dfb,Naturally Ventilated,2.0,0.5,1.2,22.4,22.7,60.7,0.09,-0.58,12.1
80594,Dfb,Naturally Ventilated,1.0,0.75,1.2,22.4,22.7,60.7,0.09,-0.06,5.06
80595,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.4,22.7,60.7,0.09,-0.06,5.06
80596,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.4,22.7,60.7,0.09,-0.58,12.1
80597,Dfb,Naturally Ventilated,2.0,0.75,1.2,22.4,22.7,60.7,0.09,-0.06,5.06
80598,Dfb,Naturally Ventilated,-1.0,0.75,1.2,22.4,22.7,60.7,0.09,-0.06,5.06
80599,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.4,22.7,60.7,0.09,-0.58,12.1
80600,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.4,22.7,60.7,0.09,-0.06,5.06
80601,Dfb,Naturally Ventilated,3.0,0.75,1.2,22.4,22.7,60.7,0.09,-0.06,5.06
80602,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.4,22.7,60.7,0.09,-0.06,5.06
80603,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.4,22.7,60.7,0.09,-0.06,5.06
80604,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80605,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80606,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80607,Dfb,Naturally Ventilated,2.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80608,Dfb,Naturally Ventilated,3.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80609,Dfb,Naturally Ventilated,1.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80610,Dfb,Naturally Ventilated,1.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80611,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80612,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80613,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80614,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80615,Dfb,Naturally Ventilated,2.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80616,Dfb,Naturally Ventilated,2.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80617,Dfb,Naturally Ventilated,1.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80618,Dfb,Naturally Ventilated,2.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80619,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80620,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80621,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80622,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80623,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80624,Dfb,Naturally Ventilated,1.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80626,Dfb,Naturally Ventilated,3.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80627,Dfb,Naturally Ventilated,1.0,0.5,1.2,23.9,24.9,63.1,0.11,-0.05,5.06
80628,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.9,24.9,63.1,0.11,0.38,7.96
80629,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80630,Dfb,Naturally Ventilated,3.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80631,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80632,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80633,Dfb,Naturally Ventilated,3.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80634,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80635,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80636,Dfb,Naturally Ventilated,3.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80637,Dfb,Naturally Ventilated,2.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80638,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80639,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80640,Dfb,Naturally Ventilated,-1.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80641,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80642,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80643,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80644,Dfb,Naturally Ventilated,2.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80645,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80646,Dfb,Naturally Ventilated,-1.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80647,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80648,Dfb,Naturally Ventilated,2.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80649,Dfb,Naturally Ventilated,3.0,0.75,1.2,23.2,24.0,59.7,0.08,0.21,5.89
80650,Dfb,Naturally Ventilated,1.0,0.5,1.2,23.2,24.0,59.7,0.08,-0.27,6.49
80651,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80652,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80653,Dfb,Naturally Ventilated,1.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80654,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80655,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80656,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80657,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80658,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80659,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80660,Dfb,Naturally Ventilated,-2.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80661,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80662,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80663,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80664,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80665,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80666,Dfb,Naturally Ventilated,-1.0,0.75,1.2,25.3,25.5,55.2,0.13,0.55,11.43
80667,Dfb,Naturally Ventilated,3.0,0.75,1.2,25.3,25.5,55.2,0.13,0.55,11.43
80668,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80669,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80670,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80671,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80672,Dfb,Naturally Ventilated,1.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80673,Dfb,Naturally Ventilated,-1.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80674,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80675,Dfb,Naturally Ventilated,1.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80676,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80677,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.3,25.5,55.2,0.13,0.15,5.47
80678,Dfb,Naturally Ventilated,0.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80679,Dfb,Naturally Ventilated,0.0,0.75,1.2,24.3,24.5,55.5,0.1,0.36,7.7
80680,Dfb,Naturally Ventilated,1.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80681,Dfb,Naturally Ventilated,-1.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80682,Dfb,Naturally Ventilated,-1.0,0.75,1.2,24.3,24.5,55.5,0.1,0.36,7.7
80683,Dfb,Naturally Ventilated,-3.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80684,Dfb,Naturally Ventilated,-3.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80685,Dfb,Naturally Ventilated,2.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80686,Dfb,Naturally Ventilated,-2.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80687,Dfb,Naturally Ventilated,1.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80688,Dfb,Naturally Ventilated,1.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80689,Dfb,Naturally Ventilated,1.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80690,Dfb,Naturally Ventilated,1.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80691,Dfb,Naturally Ventilated,1.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80692,Dfb,Naturally Ventilated,-1.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80693,Dfb,Naturally Ventilated,2.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80694,Dfb,Naturally Ventilated,2.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80695,Dfb,Naturally Ventilated,-1.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80696,Dfb,Naturally Ventilated,0.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80697,Dfb,Naturally Ventilated,0.0,0.75,1.2,24.3,24.5,55.5,0.1,0.36,7.7
80698,Dfb,Naturally Ventilated,3.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80699,Dfb,Naturally Ventilated,0.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80700,Dfb,Naturally Ventilated,-3.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80701,Dfb,Naturally Ventilated,0.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80702,Dfb,Naturally Ventilated,2.0,0.75,1.2,24.3,24.5,55.5,0.1,0.36,7.7
80703,Dfb,Naturally Ventilated,3.0,0.5,1.2,24.3,24.5,55.5,0.1,-0.06,5.07
80704,Dfb,Naturally Ventilated,-2.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80705,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80706,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80707,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80708,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80709,Dfb,Naturally Ventilated,-3.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80710,Dfb,Naturally Ventilated,-3.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80711,Dfb,Naturally Ventilated,2.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80712,Dfb,Naturally Ventilated,3.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80713,Dfb,Naturally Ventilated,-2.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80714,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80715,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80716,Dfb,Naturally Ventilated,-3.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80717,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80718,Dfb,Naturally Ventilated,3.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80719,Dfb,Naturally Ventilated,3.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80720,Dfb,Naturally Ventilated,3.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80721,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80724,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80725,Dfb,Naturally Ventilated,3.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80726,Dfb,Naturally Ventilated,3.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80727,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80728,Dfb,Naturally Ventilated,3.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80729,Dfb,Naturally Ventilated,-3.0,0.75,1.2,22.4,23.5,70.0,0.08,0.09,5.17
80730,Dfb,Naturally Ventilated,-3.0,0.5,1.2,22.4,23.5,70.0,0.08,-0.42,8.67
80731,Dfb,Naturally Ventilated,-1.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80732,Dfb,Naturally Ventilated,1.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80734,Dfb,Naturally Ventilated,3.0,0.5,1.2,22.1,22.3,72.4,0.09,-0.62,13.09
80735,Dfb,Naturally Ventilated,1.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80736,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.1,22.3,72.4,0.09,-0.62,13.09
80737,Dfb,Naturally Ventilated,1.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80738,Dfb,Naturally Ventilated,1.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80739,Dfb,Naturally Ventilated,1.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80740,Dfb,Naturally Ventilated,1.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80741,Dfb,Naturally Ventilated,3.0,0.5,1.2,22.1,22.3,72.4,0.09,-0.62,13.09
80742,Dfb,Naturally Ventilated,1.0,0.5,1.2,22.1,22.3,72.4,0.09,-0.62,13.09
80743,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80744,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.1,22.3,72.4,0.09,-0.62,13.09
80745,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.1,22.3,72.4,0.09,-0.62,13.09
80746,Dfb,Naturally Ventilated,-2.0,0.5,1.2,22.1,22.3,72.4,0.09,-0.62,13.09
80747,Dfb,Naturally Ventilated,1.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80748,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.1,22.3,72.4,0.09,-0.08,5.12
80749,Dfb,Naturally Ventilated,-2.0,0.5,1.2,22.1,22.3,72.4,0.09,-0.62,13.09
80750,Dfb,Naturally Ventilated,3.0,0.5,1.2,22.3,23.0,70.6,0.08,-0.5,10.25
80751,Dfb,Naturally Ventilated,2.0,0.5,1.2,22.3,23.0,70.6,0.08,-0.5,10.25
80752,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.3,23.0,70.6,0.08,-0.5,10.25
80753,Dfb,Naturally Ventilated,-2.0,0.5,1.2,22.3,23.0,70.6,0.08,-0.5,10.25
80754,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.3,23.0,70.6,0.08,0.02,5.01
80755,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.3,23.0,70.6,0.08,0.02,5.01
80756,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.3,23.0,70.6,0.08,-0.5,10.25
80757,Dfb,Naturally Ventilated,-2.0,0.5,1.2,22.3,23.0,70.6,0.08,-0.5,10.25
80758,Dfb,Naturally Ventilated,-2.0,0.5,1.2,22.3,23.0,70.6,0.08,-0.5,10.25
80759,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.3,23.0,70.6,0.08,0.02,5.01
80760,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.3,23.0,70.6,0.08,0.02,5.01
80761,Dfb,Naturally Ventilated,3.0,0.5,1.2,22.3,23.0,70.6,0.08,-0.5,10.25
80762,Dfb,Naturally Ventilated,-1.0,0.75,1.2,22.3,23.0,70.6,0.08,0.02,5.01
80763,Dfb,Naturally Ventilated,-3.0,0.5,1.2,22.3,23.0,70.6,0.08,-0.5,10.25
80764,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.3,23.0,70.6,0.08,0.02,5.01
80765,Dfb,Naturally Ventilated,3.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80766,Dfb,Naturally Ventilated,0.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80767,Dfb,Naturally Ventilated,3.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80768,Dfb,Naturally Ventilated,3.0,0.75,1.2,24.7,25.2,63.3,0.09,0.58,12.0
80769,Dfb,Naturally Ventilated,0.0,0.75,1.2,24.7,25.2,63.3,0.09,0.58,12.0
80770,Dfb,Naturally Ventilated,1.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80771,Dfb,Naturally Ventilated,0.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80772,Dfb,Naturally Ventilated,3.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80773,Dfb,Naturally Ventilated,0.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80774,Dfb,Naturally Ventilated,0.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80775,Dfb,Naturally Ventilated,-3.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80776,Dfb,Naturally Ventilated,2.0,0.75,1.2,24.7,25.2,63.3,0.09,0.58,12.0
80777,Dfb,Naturally Ventilated,0.0,0.5,1.2,24.7,25.2,63.3,0.09,0.19,5.76
80778,Dfb,Naturally Ventilated,0.0,0.75,1.2,24.7,25.2,63.3,0.09,0.58,12.0
80779,Dfb,Naturally Ventilated,3.0,0.75,1.2,24.7,25.2,63.3,0.09,0.58,12.0
80780,Dfb,Naturally Ventilated,1.0,0.75,1.2,24.7,25.2,63.3,0.09,0.58,12.0
80781,Dfb,Naturally Ventilated,0.0,0.75,1.2,24.7,25.2,63.3,0.09,0.58,12.0
80782,Dfb,Naturally Ventilated,1.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80783,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80784,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80785,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80786,Dfb,Naturally Ventilated,1.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80787,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80788,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80789,Dfb,Naturally Ventilated,3.0,0.75,1.2,25.1,25.4,65.6,0.11,0.63,13.25
80791,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80792,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80794,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80795,Dfb,Naturally Ventilated,-1.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80796,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80797,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80798,Dfb,Naturally Ventilated,0.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80799,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80800,Dfb,Naturally Ventilated,1.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80801,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80802,Dfb,Naturally Ventilated,1.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80803,Dfb,Naturally Ventilated,1.0,0.75,1.2,25.1,25.4,65.6,0.11,0.63,13.25
80804,Dfb,Naturally Ventilated,3.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80805,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80806,Dfb,Naturally Ventilated,2.0,0.5,1.2,25.1,25.4,65.6,0.11,0.24,6.15
80807,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80808,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80809,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80810,Dfb,Naturally Ventilated,2.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80811,Dfb,Naturally Ventilated,0.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80812,Dfb,Naturally Ventilated,-2.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80813,Dfb,Naturally Ventilated,-3.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80814,Dfb,Naturally Ventilated,3.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80815,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80816,Dfb,Naturally Ventilated,-3.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80817,Dfb,Naturally Ventilated,2.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80818,Dfb,Naturally Ventilated,-1.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80819,Dfb,Naturally Ventilated,3.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80820,Dfb,Naturally Ventilated,-1.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80821,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80822,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80823,Dfb,Naturally Ventilated,2.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80824,Dfb,Naturally Ventilated,1.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80825,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80826,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80827,Dfb,Naturally Ventilated,-1.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80828,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80829,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80830,Dfb,Naturally Ventilated,-1.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80831,Dfb,Naturally Ventilated,0.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80832,Dfb,Naturally Ventilated,-1.0,0.5,1.2,22.1,22.4,81.3,0.1,-0.55,11.45
80833,Dfb,Naturally Ventilated,1.0,0.75,1.2,22.1,22.4,81.3,0.1,-0.03,5.02
80834,Dfb,Naturally Ventilated,-2.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80835,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80836,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80837,Dfb,Naturally Ventilated,-1.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80838,Dfb,Naturally Ventilated,1.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80839,Dfb,Naturally Ventilated,3.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80840,Dfb,Naturally Ventilated,2.0,0.75,1.2,23.0,23.2,79.4,0.18,-0.01,5.0
80841,Dfb,Naturally Ventilated,-1.0,0.75,1.2,23.0,23.2,79.4,0.18,-0.01,5.0
80842,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80843,Dfb,Naturally Ventilated,1.0,0.75,1.2,23.0,23.2,79.4,0.18,-0.01,5.0
80844,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.0,23.2,79.4,0.18,-0.01,5.0
80845,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.0,23.2,79.4,0.18,-0.01,5.0
80846,Dfb,Naturally Ventilated,0.0,0.75,1.2,23.0,23.2,79.4,0.18,-0.01,5.0
80847,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80848,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80849,Dfb,Naturally Ventilated,3.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
80850,Dfb,Naturally Ventilated,0.0,0.5,1.2,23.0,23.2,79.4,0.18,-0.56,11.68
